clicked_news	category	subcategory	title
N8812	nyheter	innenriks	Oslo Høyre sier ja til eggdonasjon
N8813	meninger	kronikker	Møter – en tidstyv?
N8814	nyheter	sortrondelag	Her kjørte aller flest for fort i fjor
N8815	nyheter	sortrondelag	- Vi har ikke sett noe slikt tidligere
N8816	nyheter	trondheim	&laquo;Øystein&raquo; (15) ble drapstruet på nett
N8817	nyheter	trondheim	Slik blir «nye» Pirbadet
N8818	nyheter	trondheim	Kastet seg over brukte klesskatter
N8819	No category	No subcategory	Flyvertinnen og reiseekspertens tips: Slik reiser du best med barn
N8820	pluss	nyheter	Råkjørte i 222 km/t i Strindheimtunnelen: - Det er fullstendig galskap
N8821	pluss	nyheter	Bedriftsidrettens festdag - se bildene
N8822	No category	No subcategory	I dette huset er ingenting overlatt til tilfeldighetene
N8823	No category	No subcategory	Britney digger Linnéas do-prinsesser
N8824	No category	No subcategory	Gråt da sønnen fortalte hvorfor han ikke kunne vise følelser
N8825	nyheter	trondheim	Kjøpte falske tusenlapper på «det mørke nettet»
N8826	nyheter	trondheim	Torodd fikk ny ball
N8827	pluss	magasin	- Seksuell trakassering handler om maktbruk. Ikke om en grisete tankegang.
N8828	pluss	meninger	Det kommer alltid en eller annen Omdal-type og slenger en stinkbombe inn i lokalet
N8829	nyheter	sortrondelag	Småskred kan utløse kvikkleireskred
N8830	nyheter	trondheim	Må sikre ustabil grunn ved ny E6
N8831	nyheter	trondheim	Møt mannen bak «buss-stemmen»
N8832	100sport	ballsport	Norge til kvartfinale etter fantastisk omgang: - Ingenting er umulig for denne gjengen
N8833	No category	No subcategory	Her tapte Håvard finalen
N8834	nyheter	trondheim	- Litt igjen før vi føler oss som ett NTNU
N8835	nyheter	trondheim	- Dropp fakultetene, mener Tjora
N8836	No category	No subcategory	Slik er det å bo i et nullutslippshus
N8837	nyheter	trondheim	- Selvfølgelig trist med narkobeslag, men konserten var en opplevelse av de sjeldne
N8838	pluss	magasin	Når Eva er på reisefot er katten Sara med
N8839	kultur	vin	Lanserer ny Lysholm-akevitt
N8840	nyheter	trondheim	Dette gjorde Kjell Roger etter innbruddsforsøket
N8841	No category	No subcategory	De seks største innen homeparties Norge
N8842	No category	No subcategory	Tirret på seg Åge-fansen. Nå våger Christer Falck seg til Trondheim
N8843	nyheter	trondheim	280 støttet «womens march» i Trondheim
N8844	nyheter	trondheim	Sminket på seg blåmerke etter at hun varslet politiet om familievold
N8845	nyheter	trondheim	Kvinne banket opp i Trondheim – mann pågrepet
N8846	100sport	idrettspolitikk	Mener nivået på ishockey i Bergen må heves betraktelig for å fortjene ny arena
N8847	100sport	ballsport	To norske spillere får 9 på børsen: - Han vokser for hver kamp
N8848	No category	No subcategory	Norges farligste menn
N8849	nyheter	trondheim	Sigarettsneip førte til branntilløp
N8850	No category	No subcategory	Reisetips til eventyrlige Marokko
N8851	forbruker	hjem	Komposittstein best på kjøkken
N8852	nyheter	okonomi	Over tusen trøndere ønsker å bli solcellepiloter
N8853	nyheter	trondheim	- Synd at alt er stengt
N8854	bil	bruktbiltest	Myk, men tøff svenske
N8855	No category	No subcategory	Tøffest bak tastaturet?
N8856	No category	No subcategory	Nå våkner skogen
N8857	pluss	nyheter	Ansiktsløftning for «Galtvort»
N8858	pluss	meninger	Hurra, en fotoboks! Jippi, en UP-patrulje!
N8859	nyheter	trondheim	Fartsmonster kommer til Trondheim spektrum
N8861	tema	villeveier	Her er Midt-Norges eldste båt
N8862	nyheter	trondheim	Skittent og fettete på kebab-restauranter
N8863	No category	No subcategory	Tre timer unna Trondheim ligger Sveriges beste restaurant
N8864	No category	No subcategory	Kunst på Fäviken
N8865	pluss	nyheter	Samfunnvitenskapelig fakultet vil nedlegge seg selv
N8866	No category	No subcategory	Klenodium på Samfundet
N8867	pluss	nyheter	Denne Trondheims-skolen får 2000 kvadratmeter med solceller
N8868	100sport	ballsport	Knallsterkt comeback av Byåsen i Europacupen
N8869	nyheter	trondheim	Slik blir nyskolen i Midtbyen
N8870	nyheter	trondheim	Gravide Johanna (25) ble påkjørt - sjåføren stakk av
N8871	No category	No subcategory	Egon klatrer videre
N8872	pluss	nyheter	- Opprørende at budsjettene til domstolene er så lave
N8873	nyheter	okonomi	- Umulig å drive konsernet alene
N8874	No category	No subcategory	- Det er så fint å se når ungene har lært noe nytt
N8875	100sport	vintersport	Ekspert: - Northug står foran sin største utfordring i karrieren
N8876	nyheter	helse	Ungjenter skader seg selv
N8877	nyheter	trondheim	Forbikjørt av fem busser på Nardo
N8878	nyheter	okonomi	Gikk konkurs i mars. Nå gjenoppstår Brygghus 9
N8879	No category	No subcategory	Vi har testet ti bilsjampoer
N8880	nyheter	trondheim	Skikurs ble våt fornøyelse
N8881	nyheter	trondheim	- Jeg er et fantastisk produkt
N8882	nyheter	sortrondelag	Nå er bussmysteriet i Trondheimsfjorden løst
N8883	No category	No subcategory	- Bra Harald, som vanlig spilte jeg deg god
N8884	forbruker	digital	10 funksjoner du bare må kunne på nye Ios 8
N8885	nyheter	trondheim	Munkholmens mest kjente fange
N8886	nyheter	innenriks	Nordmenn gir lite til veldedighet
N8887	100sport	ballsport	28.000 kom for å sette VM-rekord
N8888	nyheter	trondheim	«Kjøp skikkelig bil med forbrenningsmotor eller bruk sykkel, spark eller gå... Punktum.»
N8889	pluss	sport	Solgte torv og kjøpte seg kunstgress (Pluss)
N8890	No category	No subcategory	Ny Rockheim-sjef
N8891	No category	No subcategory	Pirbadet forbereder seg på ekstremvær
N8892	pluss	kultur	Hun kan ikke ta livet sitt, hun har jo en undulat å passe på.
N8893	100sport	ballsport	Berge hyller kantspilleren: - Hvis han var mer utadvendt, kunne han spilt for en av verdens beste klubber
N8894	pluss	sport	Helt i begge ender av banen i kampen mot Viking i 1979
N8895	No category	No subcategory	Slik takler du svigermors innblandinger
N8896	pluss	okonomi	Trøndersk it-selskap får millionhjelp for å nå ut i verden
N8897	pluss	nyheter	Tidlige UiO-rektor: Fusjonen vil gi NTNU mer makt
N8898	No category	No subcategory	Sjekk ut Trondheims ukjente Youtube-hit
N8899	100sport	sjakk	Carlsen mistet seieren etter gigantisk tabbe: - Det er faktisk skandaløst av Magnus
N8900	No category	No subcategory	Sorgenfrifesten er i gang
N8901	nyheter	kuriosa	For 100 år siden
N8902	nyheter	okonomi	Dagligvareskifte ga nedgang på Valentinlyst
N8903	nyheter	utenriks	Stormarkering mot Trump i Washington
N8904	nyheter	trondheim	Slik fant Fredrik bilen sin. Nå er fire pågrepet for bildør-tyveriet
N8905	No category	No subcategory	I veien i lovlig fart
N8906	nyheter	sortrondelag	Orkangers keiserinne
N8907	nyheter	utenriks	Trønder dømt etter kollisjon med Koenigsegg i Polen
N8908	nyheter	nordtrondelag	Uønsket fiskeart oppdaget i Tunnsjøen
N8909	No category	No subcategory	I seng med fienden
N8910	nyheter	okonomi	Over tusen kunder får inkassopenger tilbake
N8911	nyheter	nordtrondelag	Her må Hurtigruten snu
N8912	No category	No subcategory	Disse jentene kan bli Frøken Norge
N8913	nyheter	adressa noogda	Adressa-glimt fra 1964
N8914	No category	No subcategory	Kan slå Kon-Tiki
N8915	pluss	nyheter	Sitting er farlig - hvis du ikke trener
N8916	No category	No subcategory	Tommy har tatt et skritt videre
N8917	nyheter	trondheim	Trondheims nest mektigste: Gunnar Flikke
N8918	No category	No subcategory	Tok et bevisst valg om å jobbe i Trøndelag
N8919	pluss	nyheter	Slåss mot blokker på sju etasjer
N8920	No category	No subcategory	Dunder, snus og lurvete luddere
N8921	No category	No subcategory	Derfor krever Hellbillies over 800 000 kroner av velforening i Levanger
N8922	nyheter	utenriks	Jammeh forlater Gambia
N8923	nyheter	utenriks	400 ofre fortsatt uten navn tolv år etter tsunamien
N8924	nyheter	okonomi	Scandic kjøper Rica
N8925	nyheter	trondheim	Felling av platanlønn ender i retten
N8926	nyheter	trondheim	Over halvparten av landets sexkjøp avslørt i Trondheim
N8927	kultur	tv	Ønskereprise med Larkins
N8928	No category	No subcategory	Pstereo blir tre dager også i 2017
N8929	nyheter	sortrondelag	Arnfinn og Torbjørn så bombeflyet styrte i 1942
N8930	meninger	kronikker	Med livet i personalets hender
N8931	nyheter	trondheim	Nå blir det høring om grønn strek
N8932	nyheter	nordtrondelag	Henlegger sak mot siktet i Vuddudalen-saken
N8933	nyheter	trondheim	Trafikkulykke på E6 på Tiller
N8934	nyheter	sortrondelag	Bråket på privatfest, kjørte i fylla og kranglet med politiet
N8935	pluss	magasin	Disse trøndere har trua på Trump
N8936	nyheter	sortrondelag	Vardetenning for landforsvaret
N8937	100sport	andreidretter	«Den grønne streken er ikke spiselig for hester»
N8938	nyheter	trondheim	Dømt til fire og et halvt års fengsel for hotellvoldtekt
N8939	nyheter	nordtrondelag	Bil havnet på taket i dyp grøft med vann
N8940	nyheter	trondheim	Siktet for to voldtekter i Trondheim på fire måneder
N8941	pluss	meninger	Sannheten om voldtekt er ubehagelig
N8942	pluss	meninger	Han spådde Trumps seier. Nå spår han Trumps fall
N8943	No category	No subcategory	Swans til Trondheim
N8944	nyheter	sortrondelag	Se hva Tollvesenet beslagla mest av i Midt-Norge i fjor
N8945	No category	No subcategory	Jann Olav (10) vil slå seg til OL
N8946	pluss	meninger	Hvem skulle trodd det?!! Svartlamon boligstiftelse fyller 15 år i dag
N8947	nyheter	trondheim	Byoriginal ble hengt ut på nett
N8948	pluss	nyheter	– Foreldrene må også ta ansvar når unge jenter trakasseres
N8949	sport	sprek	What? Watt!
N8950	nyheter	trondheim	Prisen for moroa
N8951	nyheter	sortrondelag	Barneklesbutikk konkurs
N8952	No category	No subcategory	- Jeg ler inni meg hver morgen
N8953	nyheter	sortrondelag	Kvinne døde etter trafikkulykke på Storlien
N8954	No category	No subcategory	Syv ting du kanskje ikke vasker ofte nok
N8955	pluss	nyheter	Rekordstøtte til brystkreftforskning
N8956	No category	No subcategory	Boblende damp i skiløypene
N8957	nyheter	trondheim	Medaljedryss på barnas skidag
N8958	100sport	idrettspolitikk	Tidligere topputøver hevder idrettsstjerner vil boikotte Trump
N8959	meninger	kommentarer	Han døde av skuffelse
N8960	nyheter	trondheim	- Vi har høynet sikkerheten i synagogen
N8962	No category	No subcategory	Sjekk hva andre har sagt om trondheimshybler før du signerer kontrakt
N8963	nyheter	nordtrondelag	Hus brant ned i Forradalen
N8964	nyheter	okonomi	Forventer å passere to milliarder i år
N8965	nyheter	trondheim	Mange vil ha utvidet skjenketid i Trondheim
N8966	nyheter	trondheim	Hærverk på Byåsen
N8967	nyheter	okonomi	Downtown er best i fest
N8968	meninger	snakkut	«Sommeren min»
N8969	nyheter	innenriks	Frivillig overvåking kan gi billigere forsikring
N8970	nyheter	okonomi	Toppleilighet solgt én mill. under prisantydning
N8972	nyheter	okonomi	Bank har sikret seg kontroll i Heimdal Eiendomsmegling
N8973	100sport	sprek	Forskning: Slik må du trene for å leve lengst mulig
N8974	nyheter	trondheim	Legevakten strammer inn rutinene
N8975	nyheter	okonomi	Prestasjonslønn skader arbeidsgleden
N8976	pluss	nyheter	Slik vil politikerne bedre sykkelforholdene i Byåsveien
N8977	No category	No subcategory	Varmerekord i Trondheim
N8978	nyheter	sortrondelag	Mor var siktet for å ha forgiftet sønnen - saken henlegges
N8979	pluss	meninger	Tre europeiske valg som gir grunn til uro
N8980	pluss	magasin	Sangen gjør meg så uutholdelig sentimental at jeg helst bør være helt alene når jeg hører den
N8981	No category	No subcategory	- Nettbrett kan gi deg nakkesmerter og hodepine
N8982	nyheter	trondheim	Bil kjørte 41 km/t for fort i Okstadbakken
N8983	nyheter	trondheim	Nå er 80 prosent av elbilene borte fra Trondheim sentrum
N8984	nyheter	utenriks	Tidligere CIA-sjef: - Trump burde skamme seg
N8985	nyheter	okonomi	Småbruk med utedo gikk skyhøyt over takst
N8986	nyheter	nordtrondelag	Vogntog sperrer vei i Namdalen
N8987	forbruker	hjem	50-årig hus kler nåtiden
N8988	100sport	ballsport	– Jeg er ganske sikker på at alle lag frykter å møte oss
N8989	100sport	fotball	Dette er Brann-profilen som nesten aldri lar seg intervjue
N8990	nyheter	utenriks	Selvmordsbomber stoppet i Beirut
N8991	nyheter	nordtrondelag	Frykter kroken på døra for Bamses pub
N8992	pluss	magasin	Tankestreif: Starten på et mareritt
N8993	pluss	magasin	Tilværelsens uutholdelige letthet
N8994	100sport	ballsport	«Jeg klarer ikke gi slipp på målet og drømmen min»
N8995	nyheter	nordtrondelag	Sykepleier dømt for morfin-tyveri
N8996	nyheter	innenriks	Oversikt over de mest kjente barnedrapssakene
N8998	nyheter	utenriks	Peder ble forfulgt av politiet i Vest-Sahara
N8999	pluss	okonomi	Derfor hyller hun trøndersk reiseliv
N9000	No category	No subcategory	Biologi på venstresiden
N9001	No category	No subcategory	Bygget sin egen arbeidsplass i garasjen
N9002	nyheter	trondheim	Snart kan du kjøre Trønderbrura på Sluppen
N9003	No category	No subcategory	Nå skal treverket synes!
N9004	nyheter	trondheim	To kollisjoner på samme sted i Okstadbakken
N9005	sport	sprek	Slik forberedte Kent Roger (25) seg til 71 grader nord
N9006	nyheter	sortrondelag	Seks fra Trøndelag deportert fra Vest-Sahara
N9007	nyheter	sortrondelag	Far mishandlet sin familie gjennom 13 år
N9008	nyheter	trondheim	Derfor ser vi tv-serier som vi er flaue over å innrømme at vi ser
N9009	nyheter	trondheim	Hundrevis har lastet ned denne strikkeoppskriften
N9010	nyheter	sortrondelag	Disse hundene fødes det flest av i Trøndelag
N9011	No category	No subcategory	Gründerpris til Stokkøya Sjøsenter
N9012	100sport	ballsport	Har imponert i ny rolle - nå drømmer Byåsen-spilleren om landslaget
N9013	100sport	vintersport	Tomas Northug: - Jeg blir oppgitt over hele situasjonen
N9014	No category	No subcategory	Hva skal den selvkjørende bilen gjøre hvis noen må dø?
N9015	nyheter	trondheim	Dropper alle krav om bedre vei til Skistua
N9016	pluss	magasin	Christer Gleins puslespill
N9017	nyheter	trondheim	Røykutvikling fra bolighus i Trondheim
N9018	nyheter	sortrondelag	To VM-gull i para-badminton
N9019	nyheter	innenriks	Årets Youtuber: Du er en gammeldags forelder hvis du synes sønnen din «kaster bort tid» på dataspill
N9020	nyheter	trondheim	Jente (13) krasjet med gokart
N9021	nyheter	trondheim	Medlemsliste K-N
N9022	nyheter	trondheim	Soneparkering på Rosenborg
N9023	nyheter	innenriks	Jensen regner på innvandring
N9024	sport	heltene	Endelig lyktes Harald Grønningen!
N9025	nyheter	utenriks	Ungdomspolitiker fra Trøndelag utvist fra Vest-Sahara
N9026	nyheter	trondheim	- Hun prøvde å åpne buksa mi mens jeg kjørte
N9027	nyheter	okonomi	Kundene rødmer ikke lenger ved disken
N9028	nyheter	trondheim	Røde tall på luft- forurensning i Trondheim
N9029	nyheter	trondheim	Han er Samfundets nye sjef
N9030	pluss	okonomi	Vennskap skaper effektivitet
N9031	pluss	meninger	Fremskrittspartiets store skvis
N9032	pluss	nyheter	- De burde funnet en plass til Guldahl
N9033	nyheter	trondheim	Flyttelass forsvant
N9034	100sport	vintersport	Bjørgen kronet drømmehelgen i Sverige: Norge til topps på stafetten
N9035	No category	No subcategory	- Det er bare å glemme at alle kan leve av å være skuespillere etter endt utdanning
N9036	nyheter	trondheim	- Sykkelfantomene må bort fra Bakklandet
N9037	No category	No subcategory	Odds drøm gikk i oppfyllelse
N9038	No category	No subcategory	La ut CV-en på nett og ble headhuntet
N9039	nyheter	okonomi	Foreslår 113 millioner i utbytte til eierne
N9040	pluss	okonomi	Her planlegger de fremtiden for oppdrettsnæringen
N9041	nyheter	sortrondelag	Derfor måtte hun bryte Femundløpet
N9042	nyheter	sortrondelag	Oppdrettsmillionær med prisrekord
N9043	No category	No subcategory	Eksperter ser slutten for kabel-TV
N9044	No category	No subcategory	Get gir opp koblingssalget - vil la kundene kjøpe bredbånd uten å kreve TV-pakker
N9045	nyheter	sortrondelag	Tog sporet av ved Singsås
N9046	nyheter	sortrondelag	Terje Uv kåret til Årets unge bonde
N9047	nyheter	sortrondelag	Bevæpnet politi rykket ut til Tempe
N9048	nyheter	okonomi	Restaurant og pub slått konkurs
N9049	nyheter	trondheim	Dukkehus og lavetthus blant kremen av kulturminner
N9050	pluss	magasin	Hvor kan du se Donald skåle med en krokodille?
N9051	nyheter	trondheim	Geirs kropp kollapset - Rosenborg ble redningen
N9052	kultur	film	Sprekt og småfrekt
N9053	nyheter	nordtrondelag	- Det var en skremmende opplevelse
N9054	nyheter	okonomi	Slutt og ny start for møbeltapetsereren
N9055	forbruker	hjem	Si hei til Hay
N9056	nyheter	sortrondelag	Fargespill over Trøndelag
N9057	100sport	vintersport	Weng stjal showet som forsanger foran svenskekongen og 25 000 tilskuere
N9058	nyheter	politikk	Rørosing på kongemiddag i Italia
N9059	nyheter	utenriks	16 evakuert fra branndrama i Lillehammer
N9060	100sport	ballsport	Fransk storavis om Sagosen: «Eksepsjonell i overdådig duell»
N9061	100sport	fotball	Sjekk oversikten: Disse treningskampene sendes på tv i vinter
N9062	No category	No subcategory	- Vi har god plass i Norge
N9063	nyheter	trondheim	Barnehage stengt etter tåkeforsinkelser
